dataset,sample_id,prompt_id,model,prediction,ground_truth,correct,latency_seconds,generated_tokens,raw_response
pubmedqa,27,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.25527965600485913,2,yes
pubmedqa,28,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2427277969836723,2,yes
pubmedqa,29,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.24296212301123887,2,yes
pubmedqa,30,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2582757899945136,2,no
pubmedqa,31,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.2508986549801193,2,no
pubmedqa,32,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.22727296999073587,2,no
pubmedqa,33,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.30207115900702775,2,yes
pubmedqa,34,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2656577370071318,2,yes
pubmedqa,35,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,no,False,0.27266028098529205,2,yes
pubmedqa,36,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.28505255698109977,2,no
pubmedqa,37,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,no,False,0.30444875502143987,2,yes
pubmedqa,38,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.26155903097242117,2,yes
pubmedqa,39,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.3226092839904595,2,no
pubmedqa,40,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.31881828999030404,2,yes
pubmedqa,41,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.3096994759980589,2,yes
pubmedqa,42,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.23710028702043928,2,no
pubmedqa,43,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,no,False,0.28938645200105384,2,maybe
pubmedqa,44,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.2649655020213686,2,no
pubmedqa,45,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.28539434299455024,2,yes
pubmedqa,46,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.26711263399920426,2,yes
pubmedqa,47,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.32327329998952337,2,yes
pubmedqa,48,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2604533609992359,2,yes
pubmedqa,49,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,no,False,0.3106742639793083,2,maybe
pubmedqa,50,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.24550191601156257,2,yes
pubmedqa,51,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.31901995302177966,2,yes
pubmedqa,52,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,no,False,0.23357492600916885,2,maybe
pubmedqa,53,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23348462098510936,2,yes
pubmedqa,54,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.20468817598884925,2,yes
pubmedqa,55,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.25349914000253193,2,yes
pubmedqa,56,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.24307466801838018,2,no
pubmedqa,57,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,maybe,True,0.2627787940145936,2,maybe
pubmedqa,58,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.25737303399364464,2,no
pubmedqa,59,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2215353750216309,2,yes
pubmedqa,60,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2316652480221819,2,yes
pubmedqa,61,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,no,False,0.25253323299693875,2,maybe
pubmedqa,62,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.20526654497371055,2,yes
pubmedqa,63,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2958081850083545,2,yes
pubmedqa,64,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.288467345002573,2,no
pubmedqa,65,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.26756794899119996,2,no
pubmedqa,66,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2375661699916236,2,no
pubmedqa,67,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.3103804939892143,2,yes
pubmedqa,68,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.3011636470037047,2,no
pubmedqa,69,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2914554230228532,2,yes
pubmedqa,70,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.22106554501806386,2,no
pubmedqa,71,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.24311844501062296,2,no
pubmedqa,72,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.260986158013111,2,yes
pubmedqa,73,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2668251639988739,2,yes
pubmedqa,74,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2656241979857441,2,yes
pubmedqa,75,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.24967170599848032,2,yes
pubmedqa,76,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.26693176600383595,2,yes
pubmedqa,77,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.24445124599151313,2,no
pubmedqa,78,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.3063576520071365,2,no
pubmedqa,79,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.3117553580086678,2,yes
pubmedqa,80,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.3101882140035741,2,no
pubmedqa,81,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,yes,False,0.2401115389948245,2,maybe
pubmedqa,82,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.3261065339902416,2,yes
pubmedqa,83,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.37273283701506443,2,yes
pubmedqa,84,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.29032760599511676,2,no
pubmedqa,85,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.25457183198886923,2,no
pubmedqa,86,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.22142510800040327,2,no
pubmedqa,87,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.27225899501354434,2,yes
pubmedqa,88,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.30724359399755485,2,yes
pubmedqa,89,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.3063629679963924,2,no
pubmedqa,90,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.31198135600425303,2,yes
pubmedqa,91,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.30892176399356686,2,no
pubmedqa,92,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.30642589001217857,2,yes
pubmedqa,93,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2653751560137607,2,yes
pubmedqa,94,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.254933518008329,2,no
pubmedqa,95,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2086226420069579,2,no
pubmedqa,96,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.27892655300092883,2,yes
pubmedqa,97,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.3171118329919409,2,yes
pubmedqa,98,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2516354580002371,2,no
pubmedqa,99,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23203700801241212,2,yes
pubmedqa,100,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.2891344689996913,2,no
pubmedqa,101,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2886408960039262,2,yes
pubmedqa,102,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23262637099833228,2,yes
pubmedqa,103,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.31497823097743094,2,yes
pubmedqa,104,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.2774805740045849,2,no
pubmedqa,105,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.25122143200132996,2,yes
pubmedqa,106,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.2883864429895766,2,no
pubmedqa,107,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,no,False,0.25699783602613024,2,maybe
pubmedqa,108,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2939801389875356,2,yes
pubmedqa,109,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,yes,False,0.29103062002104707,2,maybe
pubmedqa,110,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.2266816689807456,2,no
pubmedqa,111,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.27189748498494737,2,no
pubmedqa,112,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.22846471198135987,2,no
pubmedqa,113,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,no,False,0.25287061400013044,2,yes
pubmedqa,114,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.25036097900010645,2,no
pubmedqa,115,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.2611526669934392,2,yes
pubmedqa,116,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.25258018300519325,2,yes
pubmedqa,117,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2952463440014981,2,yes
pubmedqa,118,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2024643089971505,2,yes
pubmedqa,119,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.24071164999622852,2,yes
pubmedqa,120,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.279391554009635,2,yes
pubmedqa,121,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.253423814981943,2,yes
pubmedqa,122,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.34450294097769074,2,yes
pubmedqa,123,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.3099183439917397,2,yes
pubmedqa,124,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.25798218700219877,2,yes
pubmedqa,125,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.27175666400580667,2,yes
pubmedqa,126,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.21540846402058378,2,yes
pubmedqa,127,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,maybe,True,0.25214256698382087,2,maybe
pubmedqa,128,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.26953530398895964,2,yes
pubmedqa,129,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.21903417201247066,2,yes
pubmedqa,130,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,no,False,0.3437491910008248,2,yes
pubmedqa,131,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,yes,False,0.23145147500326857,2,maybe
pubmedqa,132,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,no,False,0.32437267401837744,2,maybe
pubmedqa,133,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.2555487010104116,2,no
pubmedqa,134,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.21379117699689232,2,yes
pubmedqa,135,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2108998149924446,2,yes
pubmedqa,136,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.24349395200260915,2,yes
pubmedqa,137,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.28987096101627685,2,no
pubmedqa,138,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.28936486699967645,2,yes
pubmedqa,139,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23415401400416158,2,yes
pubmedqa,140,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.27584741899045184,2,yes
pubmedqa,141,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2093409989902284,2,yes
pubmedqa,142,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,maybe,True,0.23068916201009415,2,maybe
pubmedqa,143,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.18921698999474756,2,no
pubmedqa,144,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,yes,False,0.2546855419932399,2,maybe
pubmedqa,145,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23285192297771573,2,yes
pubmedqa,146,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,no,False,0.23460282298037782,2,yes
pubmedqa,147,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.27158294201944955,2,yes
pubmedqa,148,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2326144499820657,2,yes
pubmedqa,149,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,no,False,0.25503799799480475,2,yes
pubmedqa,150,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2373110679909587,2,no
pubmedqa,151,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.26193835100275464,2,no
pubmedqa,152,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23324533700360917,2,yes
pubmedqa,153,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.275197691982612,2,yes
pubmedqa,154,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23871952400077134,2,yes
pubmedqa,155,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.23133335501188412,2,yes
pubmedqa,156,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.3139357859909069,2,yes
pubmedqa,157,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.19266814598813653,2,yes
pubmedqa,158,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.26213367099990137,2,no
pubmedqa,159,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.291810451017227,2,no
pubmedqa,160,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.29432041899417527,2,yes
pubmedqa,161,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,yes,False,0.27071529199020006,2,maybe
pubmedqa,162,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.25400667599751614,2,no
pubmedqa,163,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.27741347000119276,2,no
pubmedqa,164,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.27816960599739105,2,yes
pubmedqa,165,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2758529639977496,2,yes
pubmedqa,166,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2284799579938408,2,yes
pubmedqa,167,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.24065966298803687,2,no
pubmedqa,168,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.28857787800370716,2,no
pubmedqa,169,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.21036521598580293,2,yes
pubmedqa,170,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2554569900094066,2,no
pubmedqa,171,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.20590202300809324,2,yes
pubmedqa,172,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.22972909497912042,2,yes
pubmedqa,173,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.29123955400427803,2,yes
pubmedqa,174,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,yes,False,0.25030252200667746,2,maybe
pubmedqa,175,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.2934358789934777,2,yes
pubmedqa,176,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.29581611399771646,2,yes
pubmedqa,177,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2570209570112638,2,no
pubmedqa,178,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.26478968298761174,2,yes
pubmedqa,179,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2798843719938304,2,no
pubmedqa,180,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2638528259994928,2,no
pubmedqa,181,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.22143047497957014,2,yes
pubmedqa,182,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.2837820640124846,2,no
pubmedqa,183,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.27957435700227506,2,no
pubmedqa,184,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.24246578899328597,2,yes
pubmedqa,185,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.24025065000751056,2,no
pubmedqa,186,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,maybe,False,0.194887725985609,2,yes
pubmedqa,187,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.26756211699103005,2,yes
pubmedqa,188,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.32289848901564255,2,no
pubmedqa,189,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.23366085000452586,2,no
pubmedqa,190,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.23691968899220228,2,no
pubmedqa,191,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2819568930135574,2,yes
pubmedqa,192,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.20831254401127808,2,yes
pubmedqa,193,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.20782869899994694,2,no
pubmedqa,194,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2662970070086885,2,no
pubmedqa,195,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.31163017798098736,2,no
pubmedqa,196,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,maybe,False,0.2605863520002458,2,no
pubmedqa,197,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.19906767897191457,2,yes
pubmedqa,198,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.2854583750013262,2,yes
pubmedqa,199,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.30042035499354824,2,yes
pubmedqa,200,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,yes,False,0.2970079729857389,2,no
pubmedqa,201,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,yes,yes,True,0.20871638599783182,2,yes
pubmedqa,202,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,maybe,maybe,True,0.25390415999572724,2,maybe
pubmedqa,203,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.2878789370006416,2,no
pubmedqa,204,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.28899535501841456,2,no
pubmedqa,205,c6f01b71-fe30-41d3-8680-5d08d0b7dd15,qwen3-8b,no,no,True,0.31616778299212456,2,no
